0,1,2,3,4,5,6,7,8,9,10
2670,313,2398,6352,2648,6116,10888,711,11766,2668,13225
2671,1269,12596,1150,1693,3767,10327,9451,4134,6693,11872
2672,5472,6369,3770,4420,897,2623,11935,1274,8923,12334
2673,514,112,2577,16,1605,5924,2056,255,2707,1881
2674,9783,4400,859,6969,5906,364,8485,3599,5174,2435
2675,5733,6375,4737,4723,8829,11613,9527,4334,7275,7645
2676,9713,5725,7777,3306,6796,2377,12005,4227,1906,3361
2677,2321,12074,10697,11060,10494,3475,8382,5227,3131,12059
2678,10067,8016,11489,1119,12596,5416,9973,11269,10783,11310
2679,6795,627,2356,2666,1608,5893,10097,4808,12758,11320
2680,4165,3189,10077,1846,10296,9862,12291,2247,10546,2381
2681,7312,10195,3619,10808,1330,12037,4941,11673,9756,12040
2682,5187,10454,5252,2795,10134,10250,11430,7586,4809,1327
2683,4947,12104,9293,1217,12261,11224,589,6417,588,7418
2684,2714,7888,10544,8139,11125,12496,1848,7244,637,9839
2685,8856,7942,8787,4260,11326,4083,9051,4309,1768,5501
2686,1686,6873,1734,8859,8637,9246,6931,8212,11772,4264
2687,2654,3637,6778,11496,12258,6537,12423,11520,4764,12659
2688,4747,1515,10479,7231,8586,9549,1995,7882,2229,12236
2689,3817,247,1664,5706,1808,3276,3802,11381,11606,12586
2690,10359,50,8632,9244,5822,1901,1263,12381,2155,12351
2691,3652,2632,4396,10492,4069,69,10876,2439,10376,401
2692,7062,6533,256,155,6470,9803,11922,5637,6773,6585
2693,7537,4519,2461,258,4567,5229,11726,1236,416,2589
2694,12296,524,8124,1191,2499,12260,974,9231,4211,5658
2695,4280,8519,9847,8001,9955,3450,4860,6148,3219,2796
2696,3934,182,11539,11138,7538,3524,8533,12475,11071,6826
2697,4216,584,582,5724,6489,5210,12479,7150,6394,8759
2698,1127,3577,7975,1476,5864,5866,8127,8103,5853,8933
2699,5491,4793,10259,12321,10557,1961,4971,6001,1874,7539
2700,8875,8992,742,1273,4683,547,1393,3320,9849,11343
2701,3407,6683,12664,10410,1207,9414,12652,3496,3143,7846
2702,11774,8740,4270,4543,3209,10198,9525,7806,1430,66
2703,7004,6921,1360,3757,1576,2734,7081,1380,3655,1480
2704,4513,10455,12780,1511,10892,5729,2981,4112,7906,6710
2705,6519,1343,11546,2282,12830,8384,5903,6025,4040,3753
2706,2915,7953,8387,2732,9123,12528,6122,10702,7663,11096
2707,660,8568,2577,1881,10434,3084,2825,3409,2056,3000
2708,13168,12210,228,8540,1033,6485,11692,7654,9710,9720
2709,8530,10100,599,2859,11800,5649,12724,5397,10964,5955
2710,178,20,12316,92,11270,4243,12094,6012,9836,103
2711,10954,9368,6541,1106,12505,7515,12643,5692,7091,7791
2712,7915,2379,11005,4441,4339,4017,7440,10807,11978,6856
2713,6940,11895,10200,2296,9419,12058,12524,11024,1069,4701
2714,2684,7888,10544,12496,8139,637,1848,11125,2205,7244
2715,8459,8473,11432,11219,9072,11281,9874,2891,6755,5663
2716,4171,11961,10525,8576,8029,9168,5502,1670,8088,11432
2717,7741,9012,10257,10293,6563,13051,2910,3523,11842,4173
2718,7799,2406,2003,12984,550,12823,13069,7890,9309,7389
2719,647,4716,13315,9049,6110,7234,12264,9245,11115,5876
2720,4900,6575,4790,4645,8481,8559,2096,3074,6084,1145
2721,7604,6472,9323,1567,11833,11565,7376,12764,6589,6887
2722,2075,1222,10493,3126,1295,1689,8885,5463,10992,6897
2723,12045,13344,7986,2588,11810,9993,2139,9257,12478,7045
2724,3958,11638,11079,9163,11540,731,9677,5971,2735,890
2725,3913,10662,3086,4741,2192,5630,8976,1012,3715,528
2726,9514,4470,7533,10793,359,5928,53,8566,3799,1048
2727,8746,7844,5797,2768,12607,7153,7314,5315,4133,12579
2728,11153,6207,4099,2788,222,9983,1512,2120,746,13232
2729,7231,1515,8589,9388,332,10268,12063,2688,2229,9549
2730,4866,9977,8670,8123,13012,3175,1056,3884,1762,8440
2731,5987,11676,11019,13413,3751,1459,8159,8402,3451,7103
2732,7663,5161,7538,8273,2962,2696,13054,11071,6282,8201
2733,13258,7427,3762,616,5354,1861,4818,9331,8858,2919
2734,7232,1576,6923,5914,1360,9646,9375,11782,2703,7787
2735,436,890,5971,4162,10790,731,9760,2526,11540,11751
2736,9746,10661,9980,5197,2504,9962,8631,5057,13214,10696
2737,8467,6425,12829,27,8190,12752,3759,5740,4900,8244
2738,2209,7836,3466,6319,573,5342,4070,11011,5429,10147
2739,4315,7495,6237,12400,8423,10448,5994,900,7648,4124
2740,11660,11577,773,5325,4661,2400,12116,7072,4409,1726
2741,3271,7101,13084,7211,7983,9629,6560,2176,7902,8832
2742,10549,12332,2111,4823,6378,4766,12886,11619,1103,1614
2743,7350,539,11414,9730,12535,10130,6395,3979,12987,12163
2744,351,1001,12590,8399,4772,8651,1766,73,883,1910
2745,4386,8025,7701,9228,10426,11282,6265,7872,8912,1408
2746,12790,10144,3985,7808,6041,12928,7709,7461,8406,12358
2747,9133,12148,6080,8477,152,4959,11485,11098,9032,109
2748,10561,11276,11771,12251,12747,5266,13116,4973,4763,6049
2749,782,835,1256,8946,7948,9797,1197,10758,13335,1801
2750,6662,6492,680,7751,3238,1787,10430,9519,3372,3641
2751,4135,1372,6938,3137,9481,6747,8550,9609,6630,9185
2752,11722,10058,8372,3623,6159,3274,11356,11170,12219,1489
2753,8538,2142,10676,8833,1094,9303,807,8442,12953,3132
2754,4926,12791,2805,6209,11134,6149,200,4109,6126,6401
2755,7974,6757,4368,9619,3792,1305,485,5320,1362,766
2756,9549,10520,13094,1659,8630,13420,9748,10921,12561,1995
2757,4668,4634,12344,2361,11896,12197,5688,336,10966,12395
2758,5018,12393,7500,993,5032,4897,13090,12350,13135,3395
2759,2331,7999,78,4397,8027,1265,12145,11134,9589,4752
2760,9815,12381,9527,7907,2690,2155,13088,11191,1697,10719
2761,629,9881,9219,1314,11314,5141,565,3045,12891,7704
2762,5077,1306,2377,7040,4257,4049,6500,4018,3591,8214
2763,12671,12065,11633,5646,6877,5164,3883,4447,5029,10373
2764,8131,7225,7908,6077,12361,13371,6607,7452,5030,7807
2765,7679,2267,6359,1505,7286,6724,4181,5360,4324,12204
2766,4014,4366,4948,7963,11894,7725,5006,11862,9743,5182
2767,3884,8123,11917,7607,1762,9977,1056,7991,8440,12562
2768,7844,4834,5315,12607,5797,8746,2727,7314,12579,1998
2769,11675,6660,4604,181,2778,509,7158,3018,248,5629
2770,4911,8419,8148,6495,11696,7308,9976,7070,4906,4552
2771,43,4831,2184,12627,6560,5209,944,769,1798,11349
2772,10253,11046,4625,510,3181,5583,12757,7338,822,3358
2773,1841,289,11022,12272,405,4501,10987,8725,3622,8098
2774,3418,10337,4541,6251,8360,6218,4827,10225,7773,6715
2775,9336,10908,3895,10950,11194,3909,5078,12960,11984,8704
2776,3464,6015,5079,8738,739,4756,444,7003,13270,12831
2777,1807,6242,10218,10045,7229,2080,1619,10671,10005,13372
2778,7158,11675,1407,10993,2769,7595,4604,9828,6653,5629
2779,6996,10900,508,652,154,5381,7218,6219,280,7707
2780,4546,4606,2044,9463,2423,3723,3893,13244,4739,5487
2781,6619,8779,10389,5203,4996,4685,7331,7513,3304,9266
2782,9664,9272,5936,1876,4486,12717,8541,6911,13243,563
2783,10406,12707,6473,11669,2809,5647,12880,12771,914,1927
2784,3055,8650,2508,9899,1180,4326,8376,7725,6862,6314
2785,4655,11765,407,11077,8378,1376,6154,11030,5934,1112
2786,3303,3040,6736,9472,10481,5505,8194,6810,13350,8307
2787,2853,8725,1296,1841,11022,3517,9834,8098,13221,5318
2788,9983,222,11153,6207,13232,2728,1512,2120,4099,4961
2789,13027,111,4593,2921,329,3959,1844,2953,9044,191
2790,6229,12233,12499,5260,3113,1676,4439,5329,243,11853
2791,3098,5407,5508,9602,1673,12775,8337,6741,9587,7282
2792,2144,7307,10288,8648,12222,5299,4188,5635,7659,10203
2793,2618,1267,834,237,12524,12853,2835,6539,9274,64
2794,12151,27,3562,327,10656,3867,13342,3759,949,4347
2795,12072,11430,11562,10454,5252,1327,5187,12885,7586,5411
2796,3219,3111,4860,4280,4045,3450,2695,9955,8519,11074
2797,2506,6477,9943,11419,10334,6817,7689,8627,780,1090
2798,10047,5757,7680,6605,12668,10346,11384,1173,7637,650
2799,1513,2635,302,2104,1396,195,3452,5111,5804,505
2800,2929,1591,6939,1300,1344,740,273,7965,8794,5090
2801,5980,3087,8398,6872,3436,4610,7067,13359,12193,8365
2802,9109,11104,974,6134,12177,1191,12409,524,8613,698
2803,1544,7756,5747,4976,6068,3157,891,10060,1855,13424
2804,7957,3672,3073,690,8228,1904,4252,7924,1751,11351
2805,12791,4926,200,6149,11134,5688,12779,7989,6126,8334
2806,1597,1235,11229,12147,13238,2027,4537,4728,11353,2019
2807,12518,6048,9243,12490,3128,5296,9151,6038,11265,4923
2808,2293,10386,3388,3391,11730,3805,1828,10573,1473,2883
2809,10406,11240,3273,12735,10015,1678,6473,9753,2783,6567
2810,2376,2326,371,11065,11878,8299,3993,6878,5619,13226
2811,6054,11965,5522,1420,4924,5498,4677,4128,4186,6896
2812,12597,5850,2930,5667,10910,10532,2658,13,4021,537
2813,2225,339,219,1709,2143,7560,8952,9880,8850,11759
2814,3518,8822,10961,2315,2657,5462,3822,9476,619,7486
2815,5557,8846,11960,12809,267,4853,13082,10822,2846,8870
2816,5220,9279,5993,9750,8085,5959,4487,11984,5078,12960
2817,7430,5597,5435,2073,4508,8884,6889,4898,11335,8571
2818,12021,6160,4430,5021,13369,5736,6726,5444,1461,11609
2819,2405,9514,9819,11481,7402,5928,7396,1816,3425,292
2820,2249,2310,12025,11264,2131,7459,7395,10313,2248,13076
2821,13070,1773,5796,1264,7212,2427,979,855,2095,1599
2822,3059,11416,6621,4322,5004,2949,5644,7207,8356,831
2823,5130,1498,11442,3135,13159,9001,6640,5160,3033,11132
2824,7826,718,6679,1494,1152,2442,3786,8841,7398,5625
2825,2250,10183,5844,413,169,1329,35,11702,11791,4630
2826,2486,6024,8169,12240,11995,3062,11881,7599,7641,12161
2827,12057,11386,1509,10052,6273,9069,10502,11235,4375,6740
2828,10918,11110,3187,999,8991,2058,4404,8167,753,12809
2829,8377,7734,9941,2231,5514,12102,9687,10746,5422,1796
2830,6101,13116,3101,2266,832,8286,3580,1565,12747,816
2831,5915,3496,12380,5609,9788,6683,10813,12096,1984,4598
2832,5692,11827,10954,10840,320,10565,318,11237,7069,10666
2833,13423,7757,5792,10212,4095,8188,4824,8506,12663,10320
2834,4534,5758,13203,5801,4765,12458,4471,8571,4053,12839
2835,13245,3070,11480,11250,4123,6539,12524,12853,2618,1069
2836,11098,6854,2617,9032,6080,6418,9133,1374,4959,12148
2837,292,1600,4470,791,7146,297,8747,11481,5928,9819
2838,5745,13077,5061,12706,8058,7628,12822,11350,6226,9161
2839,5547,4036,7903,12915,6860,6697,3123,1168,4291,6775
2840,3477,4489,6665,8712,2545,6961,13004,7028,857,6950
2841,11670,12292,498,978,6685,11472,13056,12491,9517,12679
2842,4849,2358,7508,9435,4483,204,11617,1444,10905,12801
2843,7025,11573,12178,11716,9437,3252,4653,9397,1441,525
2844,12993,5683,6750,7362,12215,10274,4894,10817,12935,10571
2845,9578,6714,10284,6577,6313,7916,578,6681,3830,11203
2846,13290,10859,12357,3446,6902,5485,10822,13258,5809,5557
2847,8340,7847,1931,9192,10803,1009,3720,581,1891,8607
2848,12405,13148,11056,7694,6582,11037,5442,4456,9432,9747
2849,7475,9940,5939,4794,7362,10817,12456,11036,12933,10233
2850,10812,1240,7811,12682,8249,1039,2079,9352,728,7973
2851,13136,6488,3171,9933,12534,1871,8371,1302,9561,11608
2852,7130,4782,2077,3901,4724,6185,11927,10471,4948,12020
2853,6967,8725,11068,2174,3444,11727,289,1841,8644,7712
2854,829,7172,10123,4945,2269,10634,1795,5398,4159,11195
2855,9141,5488,7050,4830,12350,3395,8838,1433,8600,2210
2856,966,1824,4924,4749,1331,5612,8102,8893,11965,6510
2857,1273,12760,7646,2551,8992,4927,5421,10498,12267,11025
2858,2393,10284,11241,6894,3334,2161,2064,10944,3146,9578
2859,11800,4897,8530,2709,599,12724,1400,13135,10100,13090
2860,892,1401,6757,3792,6295,11929,5320,11823,8588,4589
2861,8315,435,7060,4246,3977,1050,8303,13383,12366,1092
2862,884,4136,1254,4968,4816,13408,9260,8778,8106,491
2863,3590,10134,4814,7313,10454,5252,1327,11562,10250,7586
2864,12846,4708,95,9229,7288,9148,11162,11550,1427,5678
2865,6419,5776,9548,1179,6732,6184,5657,4259,12731,3451
2866,4337,3716,10091,6330,10090,2151,4493,8860,10162,9812
2867,10479,4553,11911,9820,8192,1995,13420,8586,10921,13094
2868,12829,8190,6425,3357,9306,3759,5740,9816,8244,3831
2869,6040,7022,9134,6400,12005,5725,2653,3162,13133,597
2870,5182,10471,10037,10903,2350,5127,5006,11706,11420,7781
2871,991,5455,13172,12750,3531,12481,8760,11445,3630,12667
2872,1579,1230,1023,3825,13250,946,4137,6306,5828,3938
2873,9694,159,9674,8104,4194,10064,4531,6485,1610,6802
2874,12080,11760,6071,11685,6124,7382,4972,9660,870,8594
2875,10215,7064,6637,5178,7482,1474,10323,4026,4007,8427
2876,10617,2877,11737,8684,6612,12786,9205,7122,11061,9618
2877,10617,11159,2028,12521,2894,4492,10204,2489,7018,8615
2878,10160,9431,11709,3486,5185,4318,10521,1736,1884,3894
2879,215,11175,571,6634,8666,8319,10607,10882,2022,5829
2880,7736,11106,12043,9028,10833,12088,10580,7299,10012,4317
2881,2087,56,11495,11557,2482,4172,5775,3175,5218,13303
2882,8177,1058,7992,8383,1125,4564,1412,4003,8501,9539
2883,2293,2005,3805,2967,9193,10573,1473,10386,3388,9593
2884,6776,10104,4268,96,3798,9632,8429,5199,11598,9902
2885,8553,11956,11355,8513,2035,12210,159,1900,10064,6802
2886,8955,2924,4154,8034,13183,1825,8141,10682,856,3461
2887,2436,9006,10891,4613,9387,3005,7094,9610,10300,2927
2888,2282,6708,5903,4040,8384,12830,3595,4290,10392,3679
2889,2109,3228,4889,13205,6965,4208,158,9835,6738,8852
2890,8629,3511,8566,10610,7631,10793,5928,5119,151,297
2891,9874,11281,8265,6755,12816,11219,11432,11200,4869,9072
2892,7457,11563,10032,7729,2573,11935,8291,6208,9853,12189
2893,10251,9195,5755,1756,8274,8433,4982,3091,3038,8679
2894,4492,10204,2489,11159,12521,2028,9696,10617,2877,3555
2895,473,4662,6248,1312,9227,5643,13246,8018,4555,267
2896,12770,901,2667,1488,12004,1987,3983,9023,3820,10805
2897,12553,3476,12402,10205,4583,1923,2564,3747,6982,5882
2898,1092,7060,274,9924,8849,4198,10040,13329,8364,8315
2899,8701,13237,11792,4697,5368,3066,3470,7653,11847,11763
2900,12257,9405,9775,8558,1132,3042,8155,3039,10604,1850
2901,8078,8682,8112,2074,2583,3624,2050,1425,11832,7118
2902,682,572,1853,5409,3938,2081,10437,3488,4635,946
2903,322,9609,8550,6630,2751,9481,4135,9185,6747,1372
2904,10281,1299,618,2307,6365,5929,998,6986,10141,10358
2905,6846,3700,5860,12813,5698,8206,3765,919,9096,9496
2906,10855,7541,1035,8576,12378,242,10354,8029,10525,7941
2907,8433,10127,8307,3091,9285,1756,8679,8274,9195,3038
2908,1596,5275,3337,6601,5181,525,9966,10228,631,3252
2909,12980,9348,3548,674,11379,10260,8773,10022,9027,11463
2910,7447,4802,2717,1753,7741,11842,9012,10257,3423,4815
2911,2913,1913,3493,4284,928,4308,2513,4373,8713,5062
2912,10495,10897,9957,902,12244,11205,12821,13176,9871,7595
2913,1913,3493,2911,4284,928,2513,4308,4373,3584,5062
2914,1767,3950,3465,1863,1117,3790,9499,9498,10867,4285
2915,2706,7953,8387,10325,10702,2732,6122,9123,12528,10324
2916,9535,9488,2359,7340,7343,5465,8570,2990,2349,10485
2917,6486,8716,13044,5599,5114,10248,12044,7969,7284,5137
2918,4320,1597,189,496,9902,4055,10064,4194,159,8513
2919,5354,3762,7427,2733,590,5364,3057,9493,6050,10370
2920,401,1856,10984,10978,275,2632,449,10876,2439,7419
2921,13027,4593,329,111,2953,9044,3959,4974,2090,2789
2922,13194,10979,9240,5670,5434,3392,9722,4777,5986,8836
2923,7293,4316,4421,815,7087,9434,1921,2179,4730,10968
2924,8955,2886,8118,8034,3461,4154,10942,5128,1825,856
2925,1701,1038,6144,7180,8268,7629,7104,12882,12083,5566
2926,10260,8773,3658,9027,2134,10137,2165,7828,9348,12566
2927,10891,9610,10300,5013,9006,7094,9942,10512,9693,11889
2928,6455,7750,8752,5127,9384,2350,7163,9084,4232,7433
2929,2800,1591,1344,1300,273,740,6939,7965,8794,5090
2930,10532,5850,5667,13,4021,537,433,2658,42,8306
2931,10830,1386,5286,1037,13204,5401,1324,1017,5624,284
2932,4862,7970,7325,1294,2243,3921,1550,5857,9114,4149
2933,13267,11003,11366,4527,11879,6751,12862,5823,4980,636
2934,12695,8272,11566,12761,9372,10210,11715,8509,12305,7853
2935,9159,9789,3267,5391,989,259,2152,11909,1341,5598
2936,8974,5426,6244,10600,11218,11526,8437,7386,9739,12491
2937,12354,7477,10937,1155,2963,1929,805,11375,4887,7776
2938,9716,5786,3504,7997,11332,9929,659,4699,7093,6165
2939,2467,9165,7317,12367,10650,11568,10128,612,2519,1368
2940,9738,3097,5813,11629,13190,5361,2252,6325,4411,1365
2941,3361,6647,1906,1587,10066,11507,8945,3942,3714,1799
2942,5054,453,7635,11300,5920,221,6353,5424,623,9479
2943,3211,4629,9734,10075,3251,8906,13333,12552,7531,1719
2944,5118,4528,4616,263,3986,330,9026,9594,343,7772
2945,3417,5243,3598,8282,10227,13044,9536,2917,6102,9155
2946,492,1643,3863,13340,6165,13385,4685,1654,1440,8375
2947,13030,9964,10458,10871,4312,12537,1020,10590,2094,7968
2948,6233,13254,2624,5782,9995,1455,8011,3583,5063,6534
2949,5644,12221,2822,11416,6621,5004,7257,2440,831,7393
2950,8110,12884,8041,9457,13062,8010,6044,9178,2034,12224
2951,867,6960,12708,2573,13080,8291,11872,10214,3773,4561
2952,9564,1996,9950,7593,12642,5175,10486,11636,10929,10035
2953,9044,4974,2090,6128,5351,3076,13373,12737,2921,4932
2954,6511,8689,8864,6818,8057,10298,8133,7644,6268,8726
2955,4922,8930,9443,13130,13126,8986,7722,13106,1283,13149
2956,4615,6756,12854,6684,3589,3631,10559,12508,10361,13374
2957,8639,5362,10277,7028,6292,6148,5569,6468,3660,6141
2958,3157,2803,2364,13424,8636,7756,5747,10060,8015,891
2959,5548,11684,2620,1280,6999,13370,3919,4854,249,4495
2960,7978,1271,12797,6742,8063,11376,4925,3766,10516,7745
2961,13189,9265,2452,3966,4826,5003,9939,183,10108,4250
2962,7663,2732,5161,7538,8273,2696,8616,8201,10684,13054
2963,7477,805,5371,12227,10952,8039,4792,394,5038,4856
2964,1943,2267,2765,7679,11444,11983,12417,4181,10125,12817
2965,5083,9290,12712,9050,7227,7691,6188,9126,11038,3677
2966,3812,6899,3698,4691,12773,10629,7050,4830,5488,11815
2967,4588,10713,2005,8094,4578,9193,1777,4868,2883,2054
2968,4524,4720,4121,10282,12997,11039,8621,12513,8578,7409
2969,4113,12658,8367,752,9350,8115,3568,10115,5602,13393
2970,4694,10159,101,2430,10797,9125,4632,5474,12952,367
2971,13147,12153,4810,12916,13119,11183,4196,12330,3533,4682
2972,6692,6033,10416,1066,5588,10003,4011,9173,9959,13332
2973,13361,1070,5123,3965,1970,1516,3735,6166,5772,12992
2974,10658,4312,4190,6982,5882,10458,9215,10205,1483,7697
2975,7633,919,3700,9496,5110,5698,11145,6652,5860,3842
2976,8756,3869,9469,1203,7735,3800,11417,12730,11099,12433
2977,5058,6930,1216,5469,275,449,7419,6422,10984,171
2978,89,1333,5640,3074,9984,3638,11930,9623,1582,790
2979,122,9460,11258,10736,6825,7136,157,8310,7261,457
2980,2307,7659,4755,2237,3107,4088,7526,3671,7819,9612
2981,6212,4112,12789,7484,12780,10892,6206,10455,12685,2704
2982,12504,3024,11048,9784,1561,3378,3715,10352,12909,3299
2983,10929,8217,10035,5093,206,1471,1101,1272,13209,7593
2984,2049,5094,13006,4193,9941,4908,11645,5422,8071,11410
2985,1713,1557,10472,3727,3962,11538,11516,8394,5345,12662
2986,10035,206,8217,5175,10929,1272,10784,10036,5458,9947
2987,12966,11684,1280,6999,9961,2426,3919,2959,8326,5548
2988,3335,8028,12444,11407,11664,11012,10531,6230,5083,8101
2989,1298,1115,2292,1602,5394,11182,1872,7489,1249,10519
2990,5184,5826,8570,7343,5465,5559,12206,4504,11494,10451
2991,1497,133,5290,4229,793,5242,12734,12368,10864,13326
2992,6447,9781,6765,13396,8652,3818,3160,6475,9128,975
2993,6843,4935,10969,11666,4303,2503,5986,7554,13337,878
2994,7609,7417,3276,1664,2689,1808,247,5706,3817,11748
2995,6993,13355,9325,12201,11872,11563,6208,8291,1693,3773
2996,4398,7583,8908,11338,12143,2199,2368,10975,8464,10423
2997,10173,7514,1208,12864,4357,6032,8260,6271,12613,3538
2998,5862,7832,3736,13163,12103,2542,7906,765,10287,1067
2999,1345,9587,5947,6669,7747,2791,3200,7282,8755,8583
3000,527,2056,2577,5042,2707,748,3084,8947,3330,869
3001,11455,248,509,181,6660,950,11167,1947,4612,3018
3002,7404,5355,5666,6534,3223,6811,915,5063,5956,8011
3003,7509,4995,9251,9588,5765,5166,3380,12026,6908,12128
3004,2326,11065,10632,11878,2376,8299,5619,6019,2810,4748
3005,9432,6013,4125,13148,7112,7652,12260,1020,11015,5393
3006,7051,7911,2172,970,10367,11222,6409,3989,4711,3948
3007,1047,10648,8457,12544,843,1737,5297,5989,3832,2227
3008,8615,7018,11448,12587,7177,8210,4599,9356,13345,4986
3009,3377,6814,2583,1760,2605,6397,3624,7817,6114,1336
3010,3896,2493,3426,7701,9665,1138,451,10523,10238,4386
3011,11650,11128,3158,8601,1003,2543,7411,10431,9996,3232
3012,4148,10211,11714,9931,7946,804,4349,6399,3218,13095
3013,5461,3549,11949,4262,10732,4473,7691,11328,10703,10101
3014,7428,6231,5005,8350,7077,7132,12912,3363,1248,1282
3015,4127,7349,12772,179,2558,4360,2529,10083,12485,3373
3016,9655,9300,7849,4695,10733,13407,10059,11078,5313,11023
3017,4180,9090,1139,4788,8381,8193,3437,6247,10800,12990
3018,5629,6660,9724,9925,181,2769,1407,7158,509,950
3019,12366,1050,12421,13383,8303,9898,435,4394,3693,9335
3020,1233,9286,7995,3605,3724,9367,7618,2562,12869,4828
3021,12482,7392,11525,8728,4352,1641,6928,10675,2602,12547
3022,7929,9762,7269,8196,4242,2432,12450,2659,1180,4647
3023,1412,2882,4564,5165,9539,10256,3689,1125,8177,4003
3024,12504,11048,10352,2982,3299,3378,3715,1561,12909,9784
3025,5997,1590,7512,4933,4431,5321,4084,1647,8248,10106
3026,11471,1880,162,13023,12929,8344,33,814,9438,493
3027,8862,4664,1873,12048,6742,9717,2520,11376,12825,12921
3028,663,7815,1319,2014,7133,2202,5300,9575,10624,5624
3029,8418,1027,8827,3509,91,9349,1977,3379,10475,9043
3030,12793,3553,3169,6786,8083,4804,9557,9556,2371,3684
3031,8073,9584,1356,710,261,9583,134,60,9585,5019
3032,13381,1792,10461,12112,9770,12182,6150,3682,7167,7758
3033,12149,11442,9963,2823,1498,6640,13159,5130,9001,3135
3034,12326,9364,12843,11405,12669,5024,12787,11680,12769,11600
3035,4313,5450,5601,10456,607,9459,848,2072,13380,2094
3036,10938,5541,2333,7483,5316,11094,8103,1794,9018,3577
3037,4419,4299,7717,1919,7814,8458,7075,9668,6752,12560
3038,8679,1756,8433,9195,9285,13350,8274,10251,10127,3091
3039,9775,9405,2900,3042,12257,8558,1132,8524,10604,11309
3040,3303,2786,6736,10481,9472,5505,8194,13350,6810,8307
3041,11083,7822,11273,10969,878,4119,9754,3886,13075,11020
3042,2900,10604,8558,12257,9405,8524,9775,957,6945,3039
3043,11509,6238,967,8996,207,7204,5,2,10132,11031
3044,9714,8401,8113,2400,4661,773,6998,939,3764,5325
3045,9219,4005,629,7704,565,2761,9881,7211,208,2741
3046,13066,6272,10446,11109,12762,3809,5636,8606,12174,10459
3047,8876,6593,7262,34,1542,11936,560,5392,6404,12698
3048,8466,8918,4689,13193,13195,6429,927,7424,7912,540
3049,8176,3981,10500,7905,1891,6000,1911,4158,1270,11786
3050,3305,13209,6608,8217,797,5958,206,5175,1272,10929
3051,4247,10112,7720,4104,9613,11659,1450,1260,5525,6758
3052,9935,9344,8114,10983,9054,5322,3393,7848,10432,9824
3053,4767,7651,4903,3354,12615,5526,910,10958,12835,13108
3054,2050,3604,8078,1336,2074,3075,8112,8682,3624,2583
3055,9899,2508,2784,6990,7725,8376,11502,10621,4639,4442
3056,8659,4055,6898,8653,13312,496,12238,9262,8014,6675
3057,5354,590,3762,7427,2919,2733,9568,3974,9493,12307
3058,6767,3672,7957,1751,734,3073,8228,2804,690,11351
3059,8356,2822,12386,831,2440,5004,6621,11416,7533,2726
3060,4970,6054,4128,5498,830,6896,11965,2811,5522,6603
3061,9231,1020,7112,3115,4114,2499,1732,5658,12046,1897
3062,11881,7641,7599,45,12161,13367,3678,9056,1417,2089
3063,3759,2607,3831,8244,2868,12829,6919,4347,6717,7423
3064,13265,4013,11093,3733,127,8507,794,1043,4041,6984
3065,8749,12266,2262,2097,2032,4091,6021,8552,6276,4253
3066,4367,7805,11847,10873,11049,11763,724,4068,7653,10078
3067,11677,932,6434,7166,4620,11955,12498,11723,2572,399
3068,8427,13284,3272,9930,6226,7482,4026,2875,5178,11744
3069,1564,8382,10697,10494,12074,2553,4414,11658,2349,783
3070,13245,2835,11250,11480,12524,6539,1069,64,7285,9419
3071,3467,8250,3851,9371,13366,3922,8521,3432,12461,10397
3072,13299,7683,11537,5542,2459,12246,11399,4894,5584,10917
3073,7957,11351,3672,1751,690,1830,1904,7924,8228,1985
3074,11930,4347,240,8467,4790,2737,4900,2720,1582,12829
3075,8078,2050,3054,3604,1932,1336,2166,1760,2502,8682
3076,5351,13373,6128,12737,4974,2090,6668,4932,9044,2953
3077,545,4869,7767,11281,11200,8265,11733,9874,2891,11432
3078,6784,5900,12168,1548,8446,9519,1437,1214,5622,9818
3079,12271,4338,4889,5751,11727,11068,3585,12142,9676,11512
3080,8465,12433,5532,3472,7861,8895,10189,4742,1203,8756
3081,11870,10801,2010,6203,12006,8989,8382,2677,12059,10110
3082,6974,11433,13127,13098,6761,3253,11703,12156,7241,419
3083,12856,7142,2601,5471,11593,12532,12095,7737,11021,5627
3084,2250,235,748,10434,8568,2056,514,3293,527,4353
3085,8527,9903,813,6039,8134,12608,5731,3170,6661,12376
3086,3913,10662,528,2192,3715,2725,8976,1012,4741,5630
3087,6872,8398,7067,2801,2071,4610,396,13180,4355,13359
3088,1143,5741,389,7416,8672,466,450,4761,9997,9420
3089,7594,6314,4442,13327,12165,4326,4242,7716,12450,12000
3090,5114,10248,8697,5137,7969,1624,889,10196,5852,7284
3091,8433,8307,9285,10127,8274,8679,1756,3038,13350,4982
3092,13362,7858,4929,3708,10467,10547,3813,8488,5563,8320
3093,11818,5602,7824,10644,5150,3661,2300,9180,11006,752
3094,7157,4951,30,9667,3929,13117,390,4395,6423,8681
3095,9210,10916,5836,10872,4709,7919,9497,1790,12370,1375
3096,9842,11761,6089,9077,9844,11227,3875,3821,7275,7361
3097,13190,5813,2252,5361,6325,4411,2940,1365,8412,11629
3098,5407,2791,5508,9602,1673,8337,12775,6741,5349,4440
3099,7119,6709,1789,11254,8655,11244,9611,7176,5099,8296
3100,7102,9495,12200,3322,4139,1890,3355,6408,3397,4311
3101,2830,2266,10857,10572,1565,6101,5654,6916,3479,12747
3102,313,711,9643,13225,2398,6352,8143,11766,2670,6116
